Model,8303
Serial #,5275
Last Cal,08-12-2022
Channel Count,3
Date,Time,Location,Annotation,Sample Duration,Flow Rate,Laser OK,Flow OK,Temp OK,RH OK,Temp,RH,CO2,VOC,BP,Ch1 Size,Ch1 Count,Ch1 Alarm,Ch2 Size,Ch2 Count,Ch2 Alarm,Ch3 Size,Ch3 Count,Ch3 Alarm,Ch4 Size,Ch4 Count,Ch4 Alarm,Ch5 Size,Ch5 Count,Ch5 Alarm,Ch6 Size,Ch6 Count,Ch6 Alarm,CntsDiffRaw Ch1,CntsDiffRaw Ch2,CntsDiffRaw Ch3,CntsDiffFT3 Ch1,CntsDiffFT3 Ch2,CntsDiffFT3 Ch3,CntsDiffM3 Ch1,CntsDiffM3 Ch2,CntsDiffM3 Ch3,CntsCumRaw Ch1,CntsCumRaw Ch2,CntsCumRaw Ch3,CntsCumFT3 Ch1,CntsCumFT3 Ch2,CntsCumFT3 Ch3,CntsCumM3 Ch1,CntsCumM3 Ch2,CntsCumM3 Ch3,PM00.50,PM05.00,TPM,TempF
05-04-2023,08:16:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,09:17:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.125,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
05-04-2023,10:18:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,11:19:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.3125,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,12:20:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100,0.30,4,0,0.50,2,0,5.00,0,0,,,,,,,,,,4,2,0,40,20,0,"1,413",706,0,6,2,0,60,20,0,"2,119",706,0,0.00,0.02,0.02,32
05-04-2023,13:21:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.0625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,14:22:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,99.8125,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,15:23:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,99.875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,16:24:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,99.8125,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,17:25:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.0625,0.30,2,0,0.50,0,0,5.00,0,0,,,,,,,,,,2,0,0,20,0,0,706,0,0,2,0,0,20,0,0,706,0,0,0.00,0.00,0.00,32
05-04-2023,18:26:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,99.9375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,19:27:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.0625,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
05-04-2023,20:28:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.1875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,21:29:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.25,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,22:30:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.25,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
05-04-2023,23:31:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.25,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,00:32:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.125,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
06-04-2023,01:33:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.25,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,02:34:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.25,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
06-04-2023,03:35:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.0625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,04:36:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.1875,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
06-04-2023,05:37:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.25,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
06-04-2023,06:38:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.1875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,07:39:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,08:40:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,09:41:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.4375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,10:42:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.75,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
06-04-2023,11:43:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.4375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,12:44:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,13:45:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.0625,0.30,0,0,0.50,1,0,5.00,0,0,,,,,,,,,,0,1,0,0,10,0,0,353,0,1,1,0,10,10,0,353,353,0,0.00,0.01,0.01,32
06-04-2023,14:46:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.1875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,15:47:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,99.875,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
06-04-2023,16:48:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.125,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,17:49:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.4375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,18:50:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,19:51:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.4375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,20:52:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,21:53:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,22:54:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.75,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
06-04-2023,23:55:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,00:56:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,2,0,0.50,0,0,5.00,0,0,,,,,,,,,,2,0,0,20,0,0,706,0,0,2,0,0,20,0,0,706,0,0,0.00,0.00,0.00,32
07-04-2023,01:57:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,02:58:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.3125,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,03:59:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,05:00:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,06:01:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,07:02:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,08:03:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.6875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,09:04:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.6875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,10:05:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.6875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,11:06:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,12:07:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,13:08:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,14:09:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.4375,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
07-04-2023,15:10:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.3125,0.30,384994,1,0.50,18242,1,5.00,75,1,,,,,,,,,,"3,84,994","18,242",75,"38,49,841","1,82,415",749,"13,59,55,880","64,41,937","26,485","4,03,311","18,317",75,"40,33,005","1,83,164",749,"14,24,24,288","64,68,423","26,485",11.39,186.76,254.47,32
07-04-2023,16:11:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.1875,0.30,6,0,0.50,0,0,5.00,0,0,,,,,,,,,,6,0,0,60,0,0,"2,119",0,0,6,0,0,60,0,0,"2,119",0,0,0.00,0.00,0.00,32
07-04-2023,17:12:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,18:13:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.25,0.30,2,0,0.50,2,0,5.00,0,0,,,,,,,,,,2,2,0,20,20,0,706,706,0,4,2,0,40,20,0,"1,413",706,0,0.00,0.02,0.02,32
07-04-2023,19:14:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,20:15:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.6875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,21:16:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,22:17:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
07-04-2023,23:18:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,00:19:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.6875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,01:20:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,02:21:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,03:22:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,04:23:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.6875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,05:24:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.4375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,06:25:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.75,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,07:26:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,08:27:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,101,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,09:28:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,101,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
08-04-2023,10:29:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.75,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,11:30:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.75,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,12:31:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.625,0.30,6076,1,0.50,198,0,5.00,1,0,,,,,,,,,,"6,076",198,1,"60,770","1,980",10,"21,46,098","69,935",353,"6,275",199,1,"62,760","1,990",10,"22,16,387","70,289",353,0.18,2.08,2.98,32
08-04-2023,13:32:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,14:33:08,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,14:50:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5,0.30,35,0,0.50,86,0,5.00,1,0,,,,,,,,,,35,86,1,350,860,10,"12,362","30,376",353,122,87,1,"1,220",870,10,"43,092","30,729",353,0.00,0.83,1.73,32
08-04-2023,15:51:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.625,0.30,142,0,0.50,8,0,5.00,0,0,,,,,,,,,,142,8,0,"1,420",80,0,"50,157","2,826",0,150,8,0,"1,500",80,0,"52,983","2,826",0,0.00,0.08,0.08,32
08-04-2023,16:52:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,17:53:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.375,0.30,0,0,0.50,1,0,5.00,0,0,,,,,,,,,,0,1,0,0,10,0,0,353,0,1,1,0,10,10,0,353,353,0,0.00,0.01,0.01,32
08-04-2023,18:54:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.6875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,19:55:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.75,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,20:56:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,101.0625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,21:57:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,101.0625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,22:58:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,101,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
08-04-2023,23:59:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.8125,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
09-04-2023,01:00:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.875,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
09-04-2023,02:01:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
09-04-2023,03:02:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.6875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
09-04-2023,04:03:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.75,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
09-04-2023,05:04:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
09-04-2023,06:05:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
09-04-2023,07:06:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.75,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
09-04-2023,08:07:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.8125,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
09-04-2023,09:08:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
09-04-2023,10:09:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.875,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
09-04-2023,11:10:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.9375,0.30,1,0,0.50,0,0,5.00,0,0,,,,,,,,,,1,0,0,10,0,0,353,0,0,1,0,0,10,0,0,353,0,0,0.00,0.00,0.00,32
09-04-2023,12:11:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.8125,0.30,2,0,0.50,0,0,5.00,0,0,,,,,,,,,,2,0,0,19,0,0,706,0,0,2,0,0,19,0,0,706,0,0,0.00,0.00,0.00,32
09-04-2023,13:12:30,Location 1,,60.000,0.1000,1,1,1,1,0,0,0,0,100.5625,0.30,0,0,0.50,0,0,5.00,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,32
